Id,SalePrice
1461,133403.7344
1462,167454.5781
1463,192656.3906
1464,194686.3281
1465,192511.4844
1466,181185.5
1467,166369.7969
1468,165409.9219
1469,179032.6406
1470,134159.8281
1471,166945
1472,105633.0703
1473,101305.9609
1474,141337.3281
1475,125876.3203
1476,374928.4063
1477,258779.9531
1478,294983.4688
1479,295044.8125
1480,509716
1481,328166.25
1482,198802.5938
1483,179418.9219
1484,166763.625
1485,185224.9844
1486,192296.0469
1487,331844.375
1488,228970.0469
1489,208152.1094
1490,245537.0781
1491,203979.0156
1492,95990.30469
1493,174433.8594
1494,282589.875
1495,286771
1496,246304.5781
1497,173341.7031
1498,170499.8438
1499,158676.0469
1500,161571.8281
1501,184624.8906
1502,146245.2656
1503,238613.1406
1504,240136.5781
1505,232133.9531
1506,196419.3438
1507,259161.9375
1508,197068.75
1509,152528.3281
1510,150318.2969
1511,150075.5469
1512,161235.0625
1513,126795.7734
1514,141674.5625
1515,192098.1094
1516,141997.6719
1517,149129.7813
1518,127656.6953
1519,221079.7656
1520,125908.0234
1521,134782.125
1522,179298.3438
1523,121389.0703
1524,123534.3594
1525,122614.7344
1526,108839.8594
1527,104959.3516
1528,116372.6484
1529,155855.8594
1530,189808.9063
1531,145226.1719
1532,90278.11719
1533,140576.4219
1534,113859.3672
1535,140533.375
1536,114080.6328
1537,65463.44531
1538,149502.3125
1539,177718.5625
1540,81339.63281
1541,134939.2344
1542,135887.4844
1543,183913.125
1544,102481.625
1545,121284.3984
1546,137926.8438
1547,145861.4219
1548,146908.8594
1549,116956.2656
1550,143912.2656
1551,103592.7422
1552,151588.7656
1553,126837.6328
1554,139476.1563
1555,167782.1094
1556,92440.61719
1557,120746.8203
1558,102490.25
1559,70703.61719
1560,124565.5859
1561,95348.11719
1562,131439.8125
1563,113701.25
1564,156472.9844
1565,158624.4063
1566,227995.75
1567,74104.57031
1568,239155.3281
1569,132518.1406
1570,128684.8984
1571,117196.1328
1572,145431.1406
1573,242731.8438
1574,103177.8984
1575,233195.6719
1576,228392.2656
1577,181372.0156
1578,134505.0313
1579,155163.9688
1580,180671.4844
1581,137139.7656
1582,131663.1406
1583,294163.625
1584,226735.7344
1585,141343.1094
1586,87434.57813
1587,113208.4688
1588,145780.2031
1589,80490.49219
1590,130600.2109
1591,111908.5859
1592,95405.41406
1593,117023.0078
1594,84727.82813
1595,106064.1016
1596,230723.4531
1597,191780.9219
1598,210480.3906
1599,148292.5781
1600,135984.5156
1601,91960.26563
1602,131263.6875
1603,56876.35547
1604,273702.3125
1605,227686.4531
1606,153745.5469
1607,167123.5938
1608,198678.2188
1609,175042.3281
1610,153700.6719
1611,128775.4844
1612,175225.7656
1613,158013.2188
1614,134574.4844
1615,98747.26563
1616,86344.03125
1617,87807.86719
1618,119324.4688
1619,138404.2031
1620,136255
1621,121949.2422
1622,128520.6484
1623,248103.5938
1624,216182.2344
