Id,SalePrice
1461,121212.843750
1462,181661.406250
1463,198564.140625
1464,203001.968750
1465,178165.859375
1466,177183.500000
1467,175503.953125
1468,169627.437500
1469,184939.343750
1470,142486.765625
1471,161767.281250
1472,97458.164062
1473,99212.867188
1474,133688.125000
1475,122434.070312
1476,371404.968750
1477,257418.468750
1478,281940.093750
1479,281792.062500
1480,504283.125000
1481,319029.187500
1482,202899.921875
1483,192727.296875
1484,160933.093750
1485,187222.703125
1486,195794.718750
1487,335352.906250
1488,235658.718750
1489,211883.000000
1490,241878.031250
1491,199982.812500
1492,106471.492188
1493,180067.000000
1494,276443.156250
1495,270770.343750
1496,255748.687500
1497,166415.015625
1498,164580.875000
1499,145641.546875
1500,162258.187500
1501,170188.062500
1502,134666.234375
1503,196100.140625
1504,238961.218750
1505,233321.968750
1506,202431.046875
1507,281621.593750
1508,215144.140625
1509,160904.703125
1510,156575.000000
1511,134980.437500
1512,161980.343750
1513,111019.859375
1514,150397.062500
1515,222350.640625
1516,150766.812500
1517,158133.171875
1518,140122.718750
1519,226654.531250
1520,132359.218750
1521,140630.593750
1522,173933.593750
1523,116672.453125
1524,130552.078125
1525,123811.578125
1526,110275.546875
1527,93360.445312
1528,125121.945312
1529,156740.156250
1530,206014.734375
1531,144345.796875
1532,80365.117188
1533,149849.593750
1534,115950.242188
1535,147202.500000
1536,121383.445312
1537,80115.867188
1538,145111.796875
1539,177602.078125
1540,92870.320312
1541,149460.328125
1542,106546.804688
1543,189423.890625
1544,101525.210938
1545,113011.601562
1546,138590.125000
1547,143521.078125
1548,141884.125000
1549,119079.562500
1550,144008.750000
1551,98607.414062
1552,153494.093750
1553,140630.546875
1554,126116.289062
1555,164482.718750
1556,73751.570312
1557,107150.882812
1558,96790.031250
1559,55752.691406
1560,115248.585938
1561,90960.867188
1562,128138.109375
1563,113606.960938
1564,156451.250000
1565,133600.781250
1566,231360.281250
1567,71303.875000
1568,223074.859375
1569,134928.250000
1570,131388.671875
1571,110943.562500
1572,156290.953125
1573,233610.718750
1574,97900.750000
1575,249009.765625
1576,236220.968750
1577,190442.062500
1578,154716.312500
1579,156506.437500
1580,189862.750000
1581,161619.953125
1582,137682.781250
1583,299708.281250
1584,221911.453125
1585,142283.156250
1586,86479.343750
1587,88007.250000
1588,131837.093750
1589,102494.976562
1590,134195.718750
1591,109359.460938
1592,95198.789062
1593,101966.414062
1594,83962.062500
1595,97535.398438
1596,230868.671875
1597,208828.312500
1598,210534.109375
1599,134106.406250
1600,118645.976562
1601,70747.195312
1602,142030.062500
1603,42611.492188
1604,286211.781250
1605,228730.359375
1606,161371.531250
1607,169510.187500
1608,200790.265625
1609,184882.406250
1610,153137.968750
1611,119028.898438
1612,187779.640625
1613,168708.484375
1614,119721.507812
1615,94390.734375
1616,78379.085938
1617,80344.554688
1618,120583.414062
1619,158384.906250
1620,106927.992188
1621,121856.195312
1622,128768.429688
1623,263408.187500
1624,215607.109375
1625,107786.773438
1626,162680.625000
1627,191201.984375
1628,292528.718750
1629,181563.375000
1630,415434.281250
1631,264559.593750
1632,249315.968750
1633,167497.703125
1634,185969.531250
1635,184067.421875
1636,157593.593750
1637,182770.125000
1638,193969.750000
1639,192611.062500
1640,240524.453125
1641,183428.375000
1642,261374.718750
1643,225032.609375
1644,200776.359375
1645,241130.656250
1646,150793.984375
1647,156401.250000
1648,131070.539062
1649,148608.718750
1650,122680.054688
1651,109417.539062
1652,98314.882812
1653,99422.867188
1654,123765.992188
1655,140414.625000
1656,147284.203125
1657,146723.515625
1658,132085.562500
1659,125342.187500
1660,131861.375000
1661,427664.531250
1662,387967.156250
1663,364136.656250
1664,285939.156250
1665,299212.437500
1666,312593.687500
1667,361190.937500
1668,366910.156250
1669,296127.968750
1670,331670.656250
1671,261783.562500
1672,443963.718750
1673,293591.656250
1674,245027.765625
1675,188621.296875
1676,219690.234375
1677,213685.328125
1678,492122.468750
1679,414770.968750
1680,336763.156250
1681,240395.375000
1682,327917.812500
1683,193532.453125
1684,173027.875000
1685,172651.781250
1686,166338.187500
1687,151917.406250
1688,192532.375000
1689,192914.437500
1690,198018.953125
1691,184845.093750
1692,260421.718750
1693,160492.187500
1694,191961.843750
1695,168977.343750
1696,260334.000000
1697,170080.125000
1698,358381.781250
1699,321829.406250
1700,269193.656250
1701,251177.781250
1702,253596.625000
1703,249366.406250
1704,300619.343750
1705,235143.203125
1706,263267.531250
1707,244403.578125
1708,204263.968750
1709,257693.859375
1710,225868.984375
1711,257631.578125
1712,252060.109375
1713,289158.843750
1714,197801.234375
1715,214262.000000
1716,186957.031250
1717,167237.921875
1718,135332.359375
1719,232036.781250
1720,228895.750000
1721,154584.375000
1722,115046.421875
1723,159685.250000
1724,225598.062500
1725,245725.312500
1726,188937.031250
1727,159368.531250
1728,148572.718750
1729,163703.796875
1730,138358.015625
1731,113434.085938
1732,122332.367188
1733,123071.585938
1734,101585.929688
1735,94741.390625
1736,99735.000000
1737,290524.593750
1738,216934.312500
1739,245923.187500
1740,223976.343750
1741,191792.921875
1742,170917.687500
1743,156242.328125
1744,261865.203125
1745,219801.203125
1746,182012.312500
1747,223467.000000
1748,239227.000000
1749,143625.046875
1750,134424.250000
1751,233432.531250
1752,119169.867188
1753,145842.656250
1754,184554.562500
1755,173623.937500
1756,152513.625000
1757,122271.148438
1758,156849.968750
1759,167120.765625
1760,173368.046875
1761,149655.312500
1762,189122.484375
1763,154678.578125
1764,120398.281250
1765,114365.726562
1766,197102.656250
1767,237872.250000
1768,146924.843750
1769,165588.859375
1770,141937.375000
1771,124614.484375
1772,115578.453125
1773,127235.554688
1774,118916.273438
1775,131584.421875
1776,150140.578125
1777,108073.914062
1778,133803.031250
1779,136259.531250
1780,152440.421875
1781,127422.148438
1782,98848.109375
1783,147645.031250
1784,116601.554688
1785,115761.343750
1786,175250.234375
1787,168432.046875
1788,72174.632812
1789,84653.078125
1790,82205.453125
1791,186676.750000
1792,159969.906250
1793,100458.187500
1794,149615.500000
1795,130686.648438
1796,148559.140625
1797,132221.968750
1798,124655.390625
1799,122153.085938
1800,143367.515625
1801,134506.859375
1802,121585.703125
1803,135070.718750
1804,129664.351562
1805,135549.703125
1806,109646.882812
1807,131676.906250
1808,137938.859375
1809,126033.570312
1810,132745.875000
1811,86207.039062
1812,102761.820312
1813,116753.960938
1814,87578.828125
1815,76534.695312
1816,90536.796875
1817,115032.976562
1818,152783.781250
1819,122505.414062
1820,47329.167969
1821,102770.484375
1822,156168.890625
1823,56654.796875
1824,107509.648438
1825,143634.937500
