Id,SalePrice
1461,133617.4531
1462,141445.9219
1463,170234.2969
1464,204114.6094
1465,186453.7656
1466,164087.5469
1467,167858.3594
1468,158655.7344
1469,168249.5938
1470,140361.2031
1471,171471.3594
1472,97927.34375
1473,106949.1719
1474,143269.9531
1475,95005.89063
1476,337089.6875
1477,254338.4844
1478,288217.3438
1479,286091.4375
1480,442282.1563
1481,331774.0625
1482,233437.2031
1483,187290.2969
1484,189121.1406
1485,199362.0156
1486,206590.7031
1487,331403.6875
1488,214889.2969
1489,194659.2344
1490,238889.875
1491,231876.4844
1492,100406.4688
1493,97064.875
1494,284034.7813
1495,286836.9688
1496,240426.2031
1497,193812.7813
1498,160814.1406
1499,151745.8594
1500,191325.2344
1501,190916.9375
1502,203220.2344
1503,119626.125
1504,262265.2813
1505,236940.4375
1506,204931.4219
1507,217639.4531
1508,134646.4219
1509,128456.9063
1510,131191.7969
1511,126803.3281
1512,191591.0156
1513,81158.84375
1514,167487.7188
1515,142747.3906
1516,142660.5469
1517,184947.4688
1518,147532.1406
1519,223103.0938
1520,148347.6406
1521,119737.6406
1522,158381.5781
1523,129514.0313
1524,131561.1563
1525,177104.4531
1526,120143.0234
1527,118080.2813
1528,152980.1094
1529,154245.0469
1530,209584.7656
1531,144332.0313
1532,113239.9063
1533,149266.9531
1534,92987.04688
1535,116297.4531
1536,152787.2969
1537,50438.94141
1538,142171.5469
1539,121389.125
1540,69061.04688
1541,137753.4844
1542,177994.1094
1543,126403.7422
1544,136616.2656
1545,164115.375
1546,159270.6719
1547,168978.8281
1548,171364.3594
1549,109907.2031
1550,155527.7344
1551,107939.9766
1552,160546.5
1553,113132.9297
1554,157932.9688
1555,193369
1556,121119.1641
1557,111222.8594
1558,112696.4375
1559,93484.6875
1560,181991.7188
1561,66824.26563
1562,138397.8594
1563,101305.7031
1564,143657.3594
1565,163237.5
1566,261561.8438
1567,82823.125
1568,294782.2813
1569,142132.9844
1570,128772.7344
1571,153584.0781
1572,109984.0234
1573,250351.3906
1574,44727.60547
1575,258452.0156
1576,277592.6563
1577,197691.6563
1578,103766.8203
1579,120169
1580,180572.9531
1581,109263.6719
1582,122349.7344
1583,311521.9063
1584,227823.0156
1585,157714.1719
1586,107222.3281
1587,115157.8828
1588,139489
1589,82080.04688
1590,130240.7734
1591,94447.44531
1592,92318.25781
1593,159827.6406
1594,18307.30273
1595,74318.33594
1596,167636.9688
1597,197957.9219
1598,210580.2344
1599,79142.98438
1600,66005.1875
1601,79688.55469
1602,125867.3438
1603,90146.57813
1604,234458.8281
1605,230311.25
1606,180303.2344
1607,146525.5938
1608,258793.8438
1609,175442.7344
1610,138036.8281
1611,139764.0781
1612,163474.2031
1613,148819.7969
1614,117506.3281
1615,86878.55469
1616,75355.79688
1617,97796.46094
1618,123776.0938
1619,94593
1620,156.370148
1621,80295.21094
1622,129403.3281
1623,227899.6719
1624,234025.2656
1625,98406.92969
1626,181592.2344
1627,194385.375
1628,301965.625
1629,162238.9688
1630,331529.2188
1631,211813.8906
1632,248022.2188
1633,167723.1719
1634,190357.3438
1635,183902.0469
1636,135962.6406
1637,125302.3125
1638,184132.7656
1639,160964.1563
1640,234034.6406
1641,187489.8906
1642,241670.2031
1643,208415.2656
1644,230549.9219
1645,291853.5313
1646,177581.3125
1647,139314.2344
1648,96485.35156
1649,156237.3281
1650,123256.2422
1651,129819.9141
1652,100532.3203
1653,109488.2188
1654,136046.1094
1655,114758.1953
1656,146079.4844
1657,144550.5625
1658,131704.4219
1659,116482.2969
1660,146253.6406
1661,402167.2813
1662,316851.9688
1663,342026.625
1664,161073.2969
1665,289530.2188
1666,329020.625
1667,352438.6875
1668,295081.8125
1669,294573.1875
1670,319099.1563
1671,287543.3438
1672,365633.4063
1673,294191.6875
1674,252250.2344
1675,228337.0156
1676,230468.6094
1677,250807.3281
1678,428788.75
1679,364762.8438
1680,297641.4375
1681,256337.8594
1682,320283.5625
1683,206305.1875
1684,184961.8594
1685,196645.3594
1686,189720.5156
1687,134607.2031
1688,222770.6719
1689,195907.5781
1690,226082.7188
1691,217954.5625
1692,264605.7188
1693,149870.1875
1694,186800.7031
1695,135277.125
1696,277440.625
1697,122154.875
1698,334514.3438
1699,275825.4688
1700,264329.3438
1701,284783.9063
1702,260042.7656
1703,262833
1704,290462.0938
1705,261857.6719
1706,287004.6563
1707,216538.0469
1708,207655.2344
1709,287395.5313
1710,241062.125
1711,299473.7188
1712,269439.6563
1713,274727.1563
1714,205225.3906
1715,223371.7969
1716,176466.4531
1717,181774.4844
1718,68211.96875
1719,241758.4219
1720,226943.9219
1721,155961.0781
1722,68884.875
1723,155309.4219
1724,232084.0781
1725,283822.8438
1726,184276.2031
1727,170563.3594
1728,176419.8438
1729,153931.6406
1730,129727.6875
1731,150166.125
1732,104862.0781
1733,117951.0938
1734,112930.9219
1735,121277.9375
1736,126826.5
1737,331582.9688
1738,215480.5938
1739,247743.4219
1740,261563.6406
1741,239529.0781
1742,168087.7188
1743,177473.0313
1744,214505.5625
1745,181404.4219
1746,187037.1094
1747,202541.625
1748,224689.7344
1749,152487.6719
1750,127484.8672
1751,272610.1563
1752,108118.5625
1753,127374.6172
1754,206804.2813
1755,170169.0938
1756,136208.125
1757,146921.6094
1758,157448.8281
1759,162794.4688
1760,179841.2969
1761,150633.7969
1762,148080.5938
1763,193733.75
1764,137596
1765,64372.08594
1766,216081.8594
1767,236971.8594
1768,127948.6094
1769,176550.8906
1770,124802.625
1771,145455.8906
1772,125135.7656
1773,162961.8281
1774,94075.76563
1775,155384.7969
1776,161680.3594
1777,144700.6563
1778,118038.4531
1779,106960.5938
1780,107834.3203
1781,134778.6094
1782,104661.0625
1783,86018.92188
1784,161207.6406
1785,99543.40625
1786,142420.0469
1787,88619.80469
1788,40941.62891
1789,59992.19922
1790,81715.875
1791,136702.1719
1792,157645.5781
1793,89469.16406
1794,125341.4141
1795,135539.4688
1796,114232.2656
1797,111643.4375
1798,135164.5625
1799,176887.0781
1800,120387.25
1801,145351.8594
1802,133977.1406
1803,131316.3125
1804,143767.2344
1805,149348.8438
1806,125114.9531
1807,150099.5
1808,141458.0156
1809,109838.5469
1810,174644.9844
1811,87287.21875
1812,104074.1328
1813,177715.4688
1814,110450.3438
1815,82059.77344
1816,82176.76563
1817,68414.125
1818,117920.9844
1819,108405.6094
1820,46686.96484
1821,89543.61719
1822,126385.125
1823,41112.62109
1824,81410.66406
1825,145773.0781
1826,123544.7813
1827,123053.3594
1828,155046.4531
1829,97548.71094
1830,119139.3125
1831,176058.1719
1832,65364.32813
1833,143718.0156
1834,156154.6563
1835,119033.1719
1836,127263.1953
1837,88548.19531
1838,183103.7656
1839,125758.7969
1840,89652.72656
1841,70505.25781
1842,67583.01563
1843,144504.75
1844,160706.5313
1845,138733.4375
1846,154662.4375
1847,188728.625
1848,79331.49219
1849,93008.98438
1850,131479.7344
1851,113713
1852,142697.4375
1853,107195.8516
1854,125951.6797
1855,101795.7656
1856,231685.3906
1857,142356.0781
1858,137525.0938
1859,131834.5313
1860,131560.8906
1861,122396.4141
1862,276228.8438
1863,247757.9844
1864,247776.2969
1865,332775.9688
1866,336527.2188
1867,232263.4844
1868,308551.9375
1869,212789.4219
1870,261030.9219
1871,271114.9063
1872,199828.7813
1873,261084.1094
1874,148201.5156
1875,182019.625
1876,210215.4688
1877,231171.8594
1878,215323.0625
1879,69085.71875
1880,129800.1641
1881,268207.7188
1882,262500.6563
1883,186378.9688
1884,202350.5781
1885,220601.0781
1886,282817.5938
1887,216860.125
1888,283203.4688
1889,187189.9844
1890,102123.2578
1891,112242.6328
1892,145408.4844
1893,108312.8828
1894,119789.4531
1895,123068.9063
1896,151420.4219
1897,125997.2656
1898,189456.9375
1899,128837.1016
1900,207719.125
1901,217732.1719
1902,129181.6797
1903,195960.2031
1904,178851.2969
1905,194538.4063
1906,98900.71094
1907,209534.3438
1908,97227.72656
1909,91620.82031
1910,80749.0625
1911,212875.9219
1912,256810.7344
1913,94391.04688
1914,44542.94531
1915,295239.2813
1916,94328.03906
1917,222592.0938
1918,164129.2969
1919,167040.0156
1920,97677.59375
1921,360747.7188
1922,329744
1923,184679.8906
1924,264881.8125
1925,226067.8438
1926,359226.1563
1927,152483.1875
1928,194328.0938
1929,136906.4219
1930,95655.07813
1931,121289.6094
1932,74411.98438
1933,96976.14844
1934,149117.5625
1935,170180.2656
1936,199872.2656
1937,163302.7969
1938,155016.6719
1939,218699.6875
1940,180779.7969
1941,158407.7656
1942,168033.8438
1943,220065.2344
1944,346191.0313
1945,363205.5625
1946,102792.7891
1947,193786.0781
1948,90013.75
1949,227649.1406
1950,143658.1094
1951,254395.3281
1952,185180.0156
1953,186914.7656
1954,149467.6719
1955,86765.59375
1956,226702.5156
1957,126275.1641
1958,297830.2813
1959,88013.51563
1960,100138.7656
1961,127832.0234
1962,100308.9688
